tensorflow.rb|tensorflow for ruby|670|670|58|"BSD 3-Clause ""New"" or ""Revised"" License"|15|60.637|Ruby|{'Ruby': 48.23, 'C': 36.22, 'C++': 9.46, 'Shell': 3.7, 'Python': 2.08, 'PureBasic': 0.31}
tensorflow-for-poets-2||168|168|166|Apache License 2.0|50|60.610825|Python|{'Python': 52.83, 'Java': 38.7, 'Objective-C++': 6.85, 'Objective-C': 1.58, 'Ruby': 0.04}
tensorspark|TensorFlow on Spark|289|289|105|NO LICENSE|5|60.603443|Python|{'Python': 99.09, 'Shell': 0.91}
sequence_tagging|Named Entity Recognition (LSTM + CRF) - Tensorflow|676|676|267|Apache License 2.0|11|60.512505|Python|{'Python': 99.53, 'Makefile': 0.47}
DualGAN|DualGAN-tensorflow: tensorflow implementation of DualGAN|142|142|56|Apache License 2.0|9|60.50516|Python|{'Python': 96.81, 'Shell': 3.19}
g2p-seq2seq|G2P with Tensorflow|286|286|104|Other|18|60.503086|Python|{'Python': 100.0}
tensorflow-train||76|76|143|NO LICENSE|7|60.476128|Python|{'Python': 100.0}
pixel-rnn-tensorflow|in progress|418|418|108|MIT License|11|60.466904|Python|{'Python': 100.0}
CycleGAN-tensorflow|Tensorflow implementation for learning an image-to-image translation without input-output pairs. https://arxiv.org/pdf/1703.10593.pdf|244|244|136|NO LICENSE|13|60.427677|Python|{'Python': 97.31, 'Shell': 2.69}
deform-conv|Deformable Convolution in TensorFlow / Keras|486|486|137|MIT License|13|60.41817|Python|{'Python': 100.0}
SRCNN-Tensorflow|Image Super-Resolution Using Deep Convolutional Networks in Tensorflow https://arxiv.org/abs/1501.00092v3|178|178|97|MIT License|8|60.40712|Python|{'Python': 100.0}
Char-RNN-TensorFlow|Multi-language Char RNN for TensorFlow >= 1.2.|261|261|133|NO LICENSE|5|60.346195|Python|{'Python': 100.0}
tensorflow-talk-debugging|💬 Slides and supplementary codes for my talk 'Debugging Tips on TensorFlow' (2016)|438|438|104|NO LICENSE|3|60.32562|Python|{'Python': 82.21, 'CSS': 9.7, 'HTML': 6.57, 'JavaScript': 1.52}
TensorFlow-VAE-GAN-DRAW|A collection of generative methods implemented with TensorFlow (Deep Convolutional Generative Adversarial Networks (DCGAN), Variational Autoencoder (VAE) and DRAW: A Recurrent Neural Network For Image Generation).|481|481|152|Apache License 2.0|7|60.29486|Python|{'Python': 100.0}
RFCN-tensorflow|RFCN implementation in TensorFlow|195|195|93|NO LICENSE|17|60.26228|Python|{'Python': 77.59, 'C++': 15.64, 'C': 5.5, 'Makefile': 1.27}
skflow|Simplified interface for TensorFlow (mimicking Scikit Learn) for Deep Learning|3175|3175|463|Apache License 2.0|0|60.196186|Python|{'Python': 89.12, 'Shell': 10.88}
tensorflow-DeepFM|Tensorflow implementation of DeepFM for CTR prediction.|234|234|134|MIT License|11|60.110706|Python|{'Python': 100.0}
tensorflow-opencl|OpenCL support for TensorFlow|364|364|70|Apache License 2.0|31|60.106754|C++|{'C++': 48.26, 'Python': 44.45, 'Jupyter Notebook': 2.87, 'Go': 1.56, 'CMake': 1.02, 'Java': 0.69, 'Shell': 0.59, 'C': 0.31, 'Objective-C++': 0.1, 'Makefile': 0.06, 'PureBasic': 0.04, 'Batchfile': 0.01, 'Perl': 0.01, 'Objective-C': 0.01, 'LLVM': 0.01, 'Ruby': 0.0}
ctc_tensorflow_example|CTC + Tensorflow Example for ASR|188|188|146|MIT License|5|60.06982|Python|{'Python': 100.0}
StudyTensorFlow|How to use TensorFlow|167|167|122|NO LICENSE|0|59.983913|Python|{'Python': 100.0}
tfjs-models|Pretrained models for TensorFlow.js|713|713|105|Apache License 2.0|2|59.792408|TypeScript|{'TypeScript': 77.27, 'JavaScript': 20.11, 'HTML': 2.62}
show_attend_and_tell.tensorflow||397|397|153|"BSD 2-Clause ""Simplified"" License"|19|59.77492|Jupyter Notebook|{'Jupyter Notebook': 87.07, 'Python': 12.93}
show_attend_and_tell.tensorflow||397|397|153|"BSD 2-Clause ""Simplified"" License"|19|59.74088|Jupyter Notebook|{'Jupyter Notebook': 87.07, 'Python': 12.93}
tf_cnnvis|CNN visualization tool in TensorFlow|444|444|128|MIT License|11|59.70072|Python|{'Python': 100.0}
TensorFlowLaboratory|Research about Tensorflow|249|249|95|NO LICENSE|7|59.377693|Python|{'Python': 100.0}
tensorflow-tutorial|A tutorial on TensorFlow|215|215|78|Apache License 2.0|1|59.346947|Jupyter Notebook|{'Jupyter Notebook': 100.0}
tf-coreml|TensorFlow to CoreML Converter|573|573|64|Apache License 2.0|22|59.10377|Python|{'Python': 100.0}
Convolutional-LSTM-in-Tensorflow|An implementation of convolutional lstms in tensorflow. The code is written in the same style as the basiclstmcell function in tensorflow|267|267|109|Apache License 2.0|11|59.050907|Python|{'Python': 100.0}
dmn-tensorflow|Dynamic Memory Networks (https://arxiv.org/abs/1603.01417) in Tensorflow|210|210|77|NO LICENSE|10|59.050255|Python|{'Python': 100.0}
SENet-Tensorflow|"Simple Tensorflow implementation of ""Squeeze and Excitation Networks"" using Cifar10 (ResNeXt, Inception-v4, Inception-resnet-v2)"|205|205|77|MIT License|6|58.97406|Python|{'Python': 100.0}
variational-text-tensorflow|TensorFlow implementation of Neural Variational Inference for Text Processing|488|488|84|MIT License|4|58.96655|Python|{'Python': 100.0}
tensorflow_basic_tutorial||172|172|129|GNU General Public License v3.0|1|58.9487|Jupyter Notebook|{'Jupyter Notebook': 98.1, 'Python': 1.9}
fizz-buzz-tensorflow|fizz buzz in tensorflow|644|644|60|The Unlicense|5|58.93779|Jupyter Notebook|{'Jupyter Notebook': 90.86, 'Python': 9.14}
CycleGAN|Tensorflow implementation of CycleGAN|178|178|105|NO LICENSE|4|58.937275|Python|{'Python': 56.78, 'Jupyter Notebook': 41.1, 'Shell': 2.12}
tensorflow_examples|TensorFlow Example Projects|121|121|96|Apache License 2.0|0|58.8991|Python|{'Python': 100.0}
TensorFlowAndroidDemo|TensorFlow Android stand-alone demo|255|255|107|NO LICENSE|13|58.807945|C++|{'C++': 45.3, 'Python': 37.56, 'Jupyter Notebook': 6.99, 'HTML': 4.71, 'TypeScript': 2.49, 'Shell': 0.94, 'C': 0.71, 'Protocol Buffer': 0.48, 'Java': 0.33, 'Objective-C++': 0.18, 'CMake': 0.14, 'Makefile': 0.09, 'JavaScript': 0.05, 'Objective-C': 0.02, 'CSS': 0.0, 'GCC Machine Description': 0.0}
SRGAN-tensorflow|Tensorflow implementation of the SRGAN algorithm for single image super-resolution|209|209|76|NO LICENSE|20|58.792233|Python|{'Python': 96.06, 'Shell': 3.94}
CNN_LSTM_CTC_Tensorflow|CNN+LSTM+CTC based OCR implemented using tensorflow.|135|135|140|MIT License|11|58.626545|Python|{'Python': 100.0}
Getting-Started-with-TensorFlow|Getting Started with TensorFlow, published by Packt|211|211|165|NO LICENSE|3|58.607323|Python|{'Python': 100.0}
tensorflow-nodejs|TensorFlow Node.js provides idiomatic JavaScript language bindings and a high layer API for Node.js users.|550|550|47|MIT License|10|58.58842|JavaScript|{'JavaScript': 53.6, 'C++': 45.68, 'Python': 0.72}
LSTM-Sentiment-Analysis|Sentiment Analysis with LSTMs in Tensorflow|459|459|226|MIT License|15|58.493443|Jupyter Notebook|{'Jupyter Notebook': 100.0}
ssd_tensorflow_traffic_sign_detection|Implementation of Single Shot MultiBox Detector in TensorFlow, to detect and classify traffic signs|292|292|141|MIT License|18|58.412495|Python|{'Python': 100.0}
TensorFlow-ML-Exercises|Learning Machine Learning with TensorFlow|215|215|111|NO LICENSE|0|58.4086|Python|{'Python': 100.0}
TensorFlowAndroidMNIST|Tensorflow MNIST demo on Android|241|241|102|NO LICENSE|13|58.367615|C++|{'C++': 45.26, 'Python': 37.68, 'Jupyter Notebook': 7.0, 'HTML': 4.72, 'TypeScript': 2.5, 'Shell': 0.94, 'C': 0.71, 'Protocol Buffer': 0.48, 'Java': 0.22, 'Objective-C++': 0.18, 'CMake': 0.14, 'Makefile': 0.09, 'JavaScript': 0.05, 'Objective-C': 0.02, 'CSS': 0.0, 'GCC Machine Description': 0.0}
show-attend-and-tell|"TensorFlow Implementation of ""Show, Attend and Tell"" "|489|489|214|MIT License|39|58.260582|Jupyter Notebook|{'Jupyter Notebook': 99.23, 'Python': 0.76, 'Shell': 0.01}
tensorflow-glove|An implementation of GloVe in TensorFlow|199|199|71|NO LICENSE|6|58.160786|Jupyter Notebook|{'Jupyter Notebook': 98.37, 'Python': 1.63}
Distributed-TensorFlow-Guide|Distributed TensorFlow basics and examples of training algorithms|365|365|85|MIT License|2|58.136494|Python|{'Python': 59.23, 'Jupyter Notebook': 38.62, 'Shell': 2.15}
wechat_jump_tensorflow||256|256|97|NO LICENSE|3|58.069557|Python|{'Python': 93.54, 'JavaScript': 6.46}
tensorflow-mnist-predict|Use TensorFlow to predict handwriting|152|152|120|NO LICENSE|6|58.048466|Python|{'Python': 100.0}
Tensorflow-SegNet|Implement slightly different caffe-segnet in tensorflow|220|220|104|MIT License|28|58.04095|Python|{'Python': 98.99, 'Shell': 1.01}
tensorflow_cc|Build and install TensorFlow C++ API library.|196|196|70|MIT License|10|57.986637|CMake|{'CMake': 59.41, 'Shell': 38.6, 'C++': 1.99}
traffic-signs-tensorflow|Traffic Signs Detection and Recognition with Tensorflow|208|208|107|NO LICENSE|0|57.982258|Jupyter Notebook|{'Jupyter Notebook': 100.0}
C3D-tensorflow||213|213|105|MIT License|23|57.906013|Python|{'Python': 94.56, 'Shell': 5.44}
tensorflow-cmake|Integrate TensorFlow with CMake projects effortlessly|201|201|67|MIT License|15|57.834637|Shell|{'Shell': 85.86, 'CMake': 14.14}
prettytensor|Pretty Tensor: Fluent Networks in TensorFlow|1179|1179|134|Apache License 2.0|23|57.750347|Python|{'Python': 99.82, 'Shell': 0.18}
Oreilly-Learning-TensorFlow||182|182|108|MIT License|5|57.741867|Jupyter Notebook|{'Jupyter Notebook': 65.25, 'Python': 34.75}
object_detector_app|Real-Time Object Recognition App with Tensorflow and OpenCV|783|783|421|MIT License|11|57.726246|Python|{'Python': 96.0, 'Protocol Buffer': 3.2, 'Jupyter Notebook': 0.8}
show_and_tell.tensorflow||266|266|92|"BSD 2-Clause ""Simplified"" License"|23|57.70848|Jupyter Notebook|{'Jupyter Notebook': 98.19, 'Python': 1.81}
scikit-and-tensorflow-workbooks|"based on ""Hands-On Machine Learning with Scikit-Learn & TensorFlow"" (O'Reilly, Aurelien Geron)"|176|176|110|NO LICENSE|0|57.70838|HTML|{'HTML': 65.09, 'Jupyter Notebook': 34.91}
horovod|Distributed training framework for TensorFlow, Keras, and PyTorch.|2363|2363|338|Other|64|57.67568|C++|{'C++': 67.9, 'Python': 32.1}
Mask_RCNN|Mask R-CNN for object detection and instance segmentation on Keras and TensorFlow|5970|5970|2239|Other|312|57.604828|Python|{'Python': 100.0}
tensorflow-1.4-billion-password-analysis|Deep Learning model to analyze a large corpus of clear text passwords.|738|738|153|NO LICENSE|5|57.600952|Python|{'Python': 100.0}
tensorflow-vdsr|"A tensorflow implementation of ""Accurate Image Super-Resolution Using  Very Deep Convolutional Networks"", CVPR 16'"|143|143|74|NO LICENSE|7|57.36737|Python|{'Python': 66.38, 'Matlab': 33.62}
TensorFlow_Exercises|The codes I made while I practiced various TensorFlow examples|222|222|97|NO LICENSE|0|57.35134|Jupyter Notebook|{'Jupyter Notebook': 100.0}
Tensorflow|Tensorflow深度学习框架学习代码|49|49|41|NO LICENSE|2|57.27793|Python|{'Python': 100.0}
dnc|A TensorFlow implementation of the Differentiable Neural Computer.|1983|1983|345|Apache License 2.0|5|57.262814|Python|{'Python': 100.0}
OSVOS-TensorFlow|One-Shot Video Object Segmentation|263|263|81|GNU General Public License v3.0|3|56.947517|Python|{'Python': 100.0}
R-Net|Tensorflow Implementation of R-Net|255|255|110|MIT License|12|56.944546|Python|{'Python': 98.33, 'Shell': 1.67}
tensorflow_hmm|A tensorflow implementation of an HMM layer|224|224|57|Apache License 2.0|2|56.789986|Jupyter Notebook|{'Jupyter Notebook': 97.58, 'Python': 2.42}
Densenet-Tensorflow|"Simple Tensorflow implementation of ""Densenet"" using Cifar10, MNIST"|182|182|60|MIT License|4|56.76343|Python|{'Python': 100.0}
tensorflow|从入门到精通！学习tensorflow的过程，记录一些模型:mnist_ml LeNet cifar10_cnn|79|79|31|NO LICENSE|1|56.746655|Python|{'Python': 100.0}
CRNN_Tensorflow|Convolutional Recurrent Neural Networks(CRNN) for Scene Text Recognition|129|129|70|NO LICENSE|37|56.680553|Python|{'Python': 100.0}
BEGAN-tensorflow|python3 / Implementation of Google Brain's BEGAN in Tensorflow|196|196|58|NO LICENSE|6|56.641018|Python|{'Python': 100.0}
tensorflow-image-classification|CNN for multi-class image recognition in tensorflow|155|155|96|NO LICENSE|1|56.391357|Jupyter Notebook|{'Jupyter Notebook': 99.61, 'Python': 0.39}
keras-yolo3|A Keras implementation of YOLOv3 (Tensorflow backend)|536|536|156|MIT License|13|56.358196|Python|{'Python': 100.0}
neural-summary-tensorflow|In progress|264|264|74|NO LICENSE|2|56.346123|Python|{'Python': 100.0}
tensorflow_scala|TensorFlow API for the Scala Programming Language|382|382|41|Apache License 2.0|8|56.29316|Scala|{'Scala': 88.81, 'C++': 10.17, 'Shell': 0.57, 'CSS': 0.22, 'CMake': 0.15, 'JavaScript': 0.07}
emotion-recognition-neural-networks|Emotion recognition using DNN with tensorflow|397|397|177|MIT License|23|56.263474|Python|{'Python': 100.0}
tensorframes|Tensorflow wrapper for DataFrames on Apache Spark|650|650|139|Apache License 2.0|48|56.23675|Scala|{'Scala': 65.68, 'Python': 24.75, 'Shell': 4.71, 'Makefile': 2.32, 'Batchfile': 2.22, 'Nix': 0.27, 'PureBasic': 0.05}
TensorFlow-Machine-Learning-Cookbook|Code repository for TensorFlow Machine Learning Cookbook by Packt|139|139|142|MIT License|5|56.19131|Python|{'Python': 100.0}
TensorFlow-TransX|An implementation of TransE and its extended models for Knowledge Representation Learning on TensorFlow|204|204|82|MIT License|0|56.11262|Python|{'Python': 61.77, 'C++': 37.99, 'Shell': 0.23}
keras|Deep Learning for humans|30079|30079|11266|Other|1515|56.076893|Python|{'Python': 99.96, 'Makefile': 0.04}
stocks_rnn|Stock price prediction with LSTMs in TensorFlow|341|341|176|Apache License 2.0|5|55.99291|Python|{'Python': 100.0}
keras|Deep Learning for humans|30079|30079|11266|Other|1515|55.934772|Python|{'Python': 99.96, 'Makefile': 0.04}
tensorflow-shakespeare|Neural machine translation between the writings of Shakespeare and modern English using TensorFlow|219|219|50|Apache License 2.0|3|55.841923|Python|{'Python': 99.48, 'Shell': 0.52}
tensorflow-white-paper-notes|Annotated notes and summaries of the TensorFlow white paper, along with SVG figures and links to documentation|402|402|59|MIT License|4|55.78943||{}
crfasrnn_keras|CRF-RNN Keras/Tensorflow version|290|290|88|MIT License|11|55.784214|Python|{'Python': 75.1, 'C++': 18.52, 'Makefile': 6.38}
tensorflow_chessbot|Predict chessboard FEN layouts from images using TensorFlow|247|247|47|MIT License|12|55.719917|Jupyter Notebook|{'Jupyter Notebook': 100.0}
tensorforce|TensorForce: A TensorFlow library for applied reinforcement learning|1628|1628|282|Apache License 2.0|42|55.632168|Python|{'Python': 100.0}
tensorflow_novelist|模仿莎士比亚创作戏剧！屌炸天的是还能创作金庸武侠小说！快star，保持更新！！|151|151|56|NO LICENSE|1|55.539383|Python|{'Python': 100.0}
Tensorflow-Segmentation|Semantic image segmentation in Tensorflow|162|162|55|NO LICENSE|13|55.44605|Jupyter Notebook|{'Jupyter Notebook': 84.78, 'Python': 15.22}
tensorflow-convlstm-cell|A ConvLSTM cell with layer normalization and peepholes for TensorFlow's RNN API.|217|217|73|MIT License|6|55.403393|Python|{'Python': 100.0}
Tensorflow-DeconvNet-Segmentation|"Tensorflow implementation of ""Learning Deconvolution Network for Semantic Segmentation"""|194|194|76|Other|19|55.39527|Jupyter Notebook|{'Jupyter Notebook': 95.4, 'Python': 4.6}
ssd_tensorflow|SSD implementation in development in TensorFlow|169|169|52|NO LICENSE|9|55.363823|Python|{'Python': 97.2, 'OpenEdge ABL': 2.8}
TensorFlow.jl|A Julia wrapper for TensorFlow|334|334|60|Other|46|55.32812|Julia|{'Julia': 100.0}
lstm_ctc_ocr|Use CTC + tensorflow to OCR|203|203|95|NO LICENSE|9|55.29952|Python|{'Python': 99.78, 'Shell': 0.22}
TensorFlowBook|DeepLearning in TensorFlow|89|89|86|Apache License 2.0|0|55.273457|Python|{'Python': 84.96, 'Jupyter Notebook': 15.04}
tf-rnn|Practical Examples for RNNs in Tensorflow|425|425|135|NO LICENSE|0|55.270126|Jupyter Notebook|{'Jupyter Notebook': 100.0}
byteNet-tensorflow|ByteNet for character-level language modelling|290|290|62|MIT License|6|55.119595|Python|{'Python': 100.0}
tfmesos|Tensorflow in Docker on Mesos #tfmesos #tensorflow #mesos|176|176|46|"BSD 3-Clause ""New"" or ""Revised"" License"|2|55.067974|Python|{'Python': 90.85, 'Shell': 9.15}
EDSR-Tensorflow|Tensorflow implementation of Enhanced Deep Residual Networks for Single Image Super-Resolution|141|141|55|MIT License|12|55.057163|Python|{'Python': 100.0}
agents|Efficient Batched Reinforcement Learning in TensorFlow|703|703|111|Apache License 2.0|7|54.969917|Python|{'Python': 100.0}
mnist-android-tensorflow|Handwritten digits classification from MNIST with TensorFlow on Android; Featuring Tutorial!|293|293|59|NO LICENSE|2|54.914112|Java|{'Java': 73.22, 'Python': 19.7, 'CMake': 6.1, 'C++': 0.98}
tfjs-converter|Convert TensorFlow SavedModel and Keras models to TensorFlow.js|231|231|42|Apache License 2.0|1|54.838825|TypeScript|{'TypeScript': 35.92, 'Python': 33.81, 'JavaScript': 27.77, 'Shell': 2.51}
tf_repos|TensorFlow Script|88|88|47|NO LICENSE|0|54.83772|Python|{'Python': 89.12, 'C++': 6.94, 'Shell': 3.93}
lattice|Lattice methods in TensorFlow|306|306|48|Apache License 2.0|7|54.83499|Python|{'Python': 72.64, 'C++': 24.94, 'Shell': 2.42}
TensorFlow-Time-Series-Examples|Time Series Prediction with tf.contrib.timeseries|219|219|96|NO LICENSE|7|54.809174|Python|{'Python': 100.0}
tensorflow-face-detection|A mobilenet SSD based face detector, powered by tensorflow object detection api, trained by WIDERFACE dataset.|186|186|70|Apache License 2.0|2|54.792824|Python|{'Python': 100.0}
DeepQA|"My tensorflow implementation of ""A neural conversational model"", a Deep learning based chatbot"|1858|1858|837|Apache License 2.0|80|54.77519|Python|{'Python': 56.99, 'CSS': 31.96, 'JavaScript': 8.85, 'HTML': 1.76, 'Shell': 0.44}
gentle_tensorflow|Gentle introduction to Tensorflow|108|108|59|NO LICENSE|0|54.768368|Python|{'Python': 100.0}
TensorFlow_learning_notes|tensorflow学习笔记，来源于电子书：《Tensorflow实战Google深度学习框架》|185|185|71|NO LICENSE|0|54.76632|Jupyter Notebook|{'Jupyter Notebook': 99.45, 'Python': 0.55}
subpixel|subpixel: A subpixel convnet for super resolution with Tensorflow|1726|1726|218|MIT License|35|54.749004|Jupyter Notebook|{'Jupyter Notebook': 61.49, 'Python': 38.51}
tensorflow-deeplab-lfov|DeepLab-LargeFOV implemented in tensorflow|168|168|74|MIT License|12|54.68569|Python|{'Python': 100.0}
tensorflow-windows-wheel|Tensorflow prebuilt binary for Windows|290|290|56|NO LICENSE|13|54.55627||{}
TensorFlow-iOS-Example|"Source code for my blog post ""Getting started with TensorFlow on iOS"""|361|361|73|NO LICENSE|7|54.53482|Swift|{'Swift': 40.97, 'Python': 40.53, 'Objective-C++': 14.79, 'Objective-C': 3.46, 'Shell': 0.26}
tensorflow-without-a-phd|A crash course in six episodes for software developers who want to become machine learning practitioners.|217|217|64|Apache License 2.0|6|54.499584|Jupyter Notebook|{'Jupyter Notebook': 89.32, 'Python': 10.62, 'Shell': 0.06}
tf-operator|Tools for ML/Tensorflow on Kubernetes.|430|430|129|Apache License 2.0|69|54.451954|Go|{'Go': 81.33, 'Python': 13.02, 'JavaScript': 4.93, 'Shell': 0.54, 'HTML': 0.17, 'CSS': 0.01}
tensorflow||52|52|28|NO LICENSE|0|54.439487|Python|{'Python': 100.0}
convolutional-pose-machines-tensorflow||166|166|70|Apache License 2.0|7|54.407417|Python|{'Python': 100.0}
tensorflow-resources|Curated Tensorflow code resources to help you get started with Deep Learning.|308|308|36|MIT License|1|54.404354|Python|{'Python': 100.0}
fold|Deep learning with dynamic computation graphs in TensorFlow|1610|1610|232|Apache License 2.0|51|54.395218|Python|{'Python': 51.25, 'C++': 41.92, 'Jupyter Notebook': 5.64, 'Shell': 1.01, 'C': 0.19}
tfgo|Tensorflow + Go, the gopher way|849|849|47|Apache License 2.0|0|54.392353|Go|{'Go': 97.48, 'Python': 2.52}
captcha-tensorflow|hack captcha by cnn with tensorflow|100|100|60|NO LICENSE|2|54.386505|HTML|{'HTML': 52.0, 'Python': 48.0}
tf_unet|Generic U-Net Tensorflow implementation for image segmentation|643|643|332|GNU General Public License v3.0|49|54.313812|Python|{'Python': 97.84, 'Makefile': 1.99, 'Shell': 0.17}
capsule-networks|A Tensorflow implementation of Capsule Networks|365|365|129|MIT License|2|54.238453|Python|{'Python': 100.0}
pointer-network-tensorflow|"TensorFlow implementation of ""Pointer Networks"""|240|240|58|MIT License|9|54.086414|Python|{'Python': 100.0}
DeepLearning_tutorials|The deeplearning algorithms implemented by tensorflow|284|284|146|NO LICENSE|2|54.080196|Jupyter Notebook|{'Jupyter Notebook': 83.98, 'Python': 16.02}
tensorflow-learn||99|99|56|NO LICENSE|3|54.076557|Python|{'Python': 100.0}
tf-bestpractice|Tensorflow Best Practices|305|305|44|NO LICENSE|4|54.032917||{}
PSPNet-Keras-tensorflow|original code : https://github.com/hszhao/PSPNet|158|158|69|MIT License|14|53.981083|Python|{'Python': 100.0}
AI-Practice-Tensorflow-Notes|人工智能实践：Tensorflow笔记|115|115|78|NO LICENSE|1|53.91014|Python|{'Python': 100.0}
paraphrase-id-tensorflow|Various models and code (Manhattan LSTM, Siamese LSTM + Matching Layer, BiMPM) for the paraphrase identification task, specifically with the Quora Question Pairs dataset.|231|231|59|MIT License|10|53.86038|Python|{'Python': 97.83, 'Shell': 1.18, 'Makefile': 0.99}
VNect-tensorflow||150|150|46|Apache License 2.0|3|53.827045|Python|{'Python': 99.58, 'Shell': 0.42}
cppn-gan-vae-tensorflow|Train CPPNs as a Generative Model, using Generative Adversarial Networks and Variational Autoencoder techniques to produce high resolution images.|220|220|57|NO LICENSE|1|53.7066|Python|{'Python': 100.0}
tensorflow-ue4|TensorFlow plugin for Unreal Engine 4|253|253|53|Other|10|53.628517|C|{'C': 68.03, 'C++': 22.49, 'Python': 6.3, 'C#': 3.18}
tensorflow-101|TensorFlow 101: Introduction to TensorFlow|36|36|31|NO LICENSE|0|53.476883|Jupyter Notebook|{'Jupyter Notebook': 90.47, 'Python': 9.08, 'Java': 0.45}
Variational-Recurrent-Autoencoder-Tensorflow|"A tensorflow implementation of ""Generating Sentences from a Continuous Space"""|152|152|65|NO LICENSE|6|53.425255|Python|{'Python': 100.0}
AndroidTensorFlowMNISTExample|Android TensorFlow MachineLearning MNIST Example (Building Model with TensorFlow for Android)|379|379|81|Apache License 2.0|2|53.41585|Java|{'Java': 81.52, 'Python': 18.48}
act-tensorflow|Adaptive Computation Time algorithm in Tensorflow|192|192|38|NO LICENSE|0|53.40165|Python|{'Python': 100.0}
NakedTensor|Bare bone examples of machine learning in TensorFlow|2464|2464|155|Apache License 2.0|1|53.382042|Python|{'Python': 100.0}
KittiBox|A car detection model implemented in Tensorflow.|269|269|133|MIT License|30|53.362125|Python|{'Python': 75.13, 'C++': 24.72, 'Makefile': 0.15}
tensorflow.cifar10|The examples of image recognition with the dataset CIFAR10 via tensorflow.|72|72|88|NO LICENSE|2|53.35389|Python|{'Python': 100.0}
spatial-transformer-tensorflow|Tensorflow Implementation of Spatial Transformer Networks |159|159|63|MIT License|2|53.34031|Python|{'Python': 100.0}
tensorflow-style-transfer|A simple, concise tensorflow implementation of style transfer (neural style)|158|158|63|NO LICENSE|1|53.322895|Python|{'Python': 100.0}
Tensorflow-Examples|Some example code using Tensorflow|76|76|56|NO LICENSE|5|53.267513|Python|{'Python': 100.0}
KittiSeg|A Kitti Road Segmentation model implemented in tensorflow.|578|578|288|MIT License|71|53.235233|Python|{'Python': 100.0}
SA-tensorflow|Soft attention mechanism for video caption generation|104|104|49|NO LICENSE|4|53.14115|Python|{'Python': 100.0}
understanding_tensorflow_nn|🔮Getting started with TensorFlow: Classifying Text with Neural Networks|165|165|61|NO LICENSE|2|53.080692|Jupyter Notebook|{'Jupyter Notebook': 100.0}
tensorflow-tex-wavenet|This is a TensorFlow implementation of the WaveNet generative neural network architecture https://deepmind.com/blog/wavenet-generative-model-raw-audio/ for text generation.|275|275|48|MIT License|5|53.036816|Python|{'Python': 100.0}
tensorflow-mnist-VAE|Tensorflow implementation of variational auto-encoder for MNIST|146|146|62|NO LICENSE|4|53.032715|Python|{'Python': 100.0}
flink-tensorflow|flink-tensorflow - TensorFlow support for Apache Flink|80|80|29|Apache License 2.0|10|52.94298|Scala|{'Scala': 71.96, 'Java': 28.04}
generative-models|Collection of generative models, e.g. GAN, VAE in Pytorch and Tensorflow.|3368|3368|1043|The Unlicense|5|52.86079|Python|{'Python': 100.0}
tensorflow-allreduce||174|174|38|Apache License 2.0|12|52.788372|C++|{'C++': 49.29, 'Python': 43.12, 'Jupyter Notebook': 3.31, 'Go': 1.67, 'Shell': 0.61, 'Java': 0.6, 'Protocol Buffer': 0.46, 'C': 0.35, 'CMake': 0.32, 'Objective-C++': 0.11, 'Makefile': 0.07, 'PureBasic': 0.04, 'Batchfile': 0.01, 'Objective-C': 0.01, 'LLVM': 0.01, 'Ruby': 0.0}
tensorflow-safari-course|Exercises and solutions to accompany my Safari course introducing TensorFlow.|105|105|69|Apache License 2.0|0|52.763172|Jupyter Notebook|{'Jupyter Notebook': 100.0}
Tensorflow-101|中文的 tensorflow tutorial with jupyter notebooks|103|103|48|Other|4|52.737816|Jupyter Notebook|{'Jupyter Notebook': 100.0, 'Python': 0.0}
TensorFlow-in-a-Nutshell|The repo for the fast and easy guide to the most popular deep learning framework in the world.|173|173|78|MIT License|2|52.722767|Python|{'Python': 100.0}
tensorflow_tutorial|tensorflow的一些实例|66|66|56|NO LICENSE|2|52.720295|Python|{'Python': 100.0}
neural-vqa-tensorflow|Visual Question Answering in Tensorflow.|189|189|53|NO LICENSE|2|52.714405|Python|{'Python': 100.0}
probability|Probabilistic reasoning and statistical analysis in TensorFlow|648|648|80|Other|48|52.676556|Jupyter Notebook|{'Jupyter Notebook': 70.3, 'Python': 29.59, 'Shell': 0.11}
tensorlayer|A Deep Learning Library for Researchers and Engineers built on top of TensorFlow|3865|3865|966|Apache License 2.0|43|52.66204|Python|{'Python': 99.83, 'Makefile': 0.1, 'Shell': 0.04, 'Batchfile': 0.03}
Tensorflow-MultiGPU-VAE-GAN|A single jupyter notebook multi gpu VAE-GAN example with latent space algebra and receptive field visualizations. |309|309|61|MIT License|7|52.587063|Jupyter Notebook|{'Jupyter Notebook': 99.77, 'Python': 0.23}
CNN_sentence_tensorflow|卷积神经网络(CNN)应用于中文文本分析任务|90|90|72|NO LICENSE|7|52.582626|Python|{'Python': 100.0}
intro-to-tensorflow|This is an introduction to tensorflow |137|137|59|Other|1|52.554585|Jupyter Notebook|{'Jupyter Notebook': 99.43, 'TypeScript': 0.36, 'Python': 0.17, 'HTML': 0.04, 'CSS': 0.0}
tf_examples|TensorFlow and Scikit Flow examples|130|130|82|Apache License 2.0|2|52.552387|Python|{'Python': 100.0}
